dataset,byzantine_fraction,noise_variance,attack_mode,samples_per_node,noisy_train_accuracy,noisy_test_accuracy,noiseless_train_accuracy,noiseless_test_accuracy,median_train_accuracy,median_test_accuracy,krum_train_accuracy,krum_test_accuracy,hyperbolic_train_accuracy,hyperbolic_test_accuracy
fashion_mnist,0.1,0.1,add_noise,16,85.72,83.81,85.72333333333333,83.87,81.63666666666667,80.47999999999999,83.21666666666667,82.32000000000001,85.82333333333332,83.98
fashion_mnist,0.1,1.0,add_noise,16,85.18166666666667,83.50999999999999,85.71666666666667,83.83,81.605,80.42,83.15833333333333,82.24000000000001,85.8,83.91
fashion_mnist,0.1,10.0,add_noise,16,82.475,81.01,85.72999999999999,83.85000000000001,81.565,80.32000000000001,83.195,82.35,85.86,83.99
fashion_mnist,0.1,100.0,add_noise,16,74.75,72.84,85.785,83.83,81.60166666666666,80.47,83.21,82.13000000000001,85.78333333333333,84.0
fashion_mnist,0.1,200.0,add_noise,16,72.46833333333333,71.26,85.735,83.84,81.58333333333333,80.36,83.16,82.15,85.82666666666667,83.97
fashion_mnist,0.1,0.01,add_noise,32,85.03500000000001,83.23,84.99666666666667,83.28,82.82000000000001,81.45,83.98,82.82000000000001,85.49333333333334,83.72
fashion_mnist,0.1,0.1,add_noise,32,85.02,83.24000000000001,85.00166666666667,83.22,82.825,81.47,84.00333333333333,82.71,85.49833333333333,83.69
fashion_mnist,0.1,1.0,add_noise,32,84.68166666666667,83.14,85.01666666666667,83.26,82.79666666666667,81.41000000000001,83.95166666666667,82.89,85.52666666666666,83.78
fashion_mnist,0.1,10.0,add_noise,32,82.22666666666667,80.84,85.00833333333333,83.3,82.80833333333332,81.46,83.82333333333334,82.76,85.48166666666667,83.72
fashion_mnist,0.1,100.0,add_noise,32,74.57333333333334,73.89,85.02333333333333,83.3,82.82666666666667,81.45,83.98166666666667,82.93,85.44500000000001,83.7
fashion_mnist,0.1,200.0,add_noise,32,71.09333333333333,71.17,85.00666666666666,83.27,82.825,81.51,83.81333333333333,82.67,85.5,83.71
fashion_mnist,0.1,0.01,add_noise,64,84.15,82.77,84.15,82.80999999999999,83.09833333333333,81.83,83.53,82.28,84.89666666666666,83.23
fashion_mnist,0.1,0.1,add_noise,64,84.185,82.88,84.11833333333333,82.77,83.08666666666666,81.82000000000001,83.57333333333334,82.46,84.86166666666666,83.24000000000001
fashion_mnist,0.1,1.0,add_noise,64,83.76,82.36,84.14666666666668,82.78999999999999,83.08166666666666,81.78999999999999,83.62333333333333,82.39,84.87833333333333,83.21
fashion_mnist,0.1,10.0,add_noise,64,82.00333333333333,80.78,84.17999999999999,82.78,83.11166666666666,81.81,83.59666666666666,82.39,84.86166666666666,83.16
fashion_mnist,0.1,100.0,add_noise,64,71.905,70.78,84.14166666666667,82.82000000000001,83.09,81.77,83.55,82.23,84.875,83.19
fashion_mnist,0.1,200.0,add_noise,64,71.09666666666666,69.75,84.16666666666667,82.76,83.1,81.81,83.58666666666666,82.42,84.87833333333333,83.16
fashion_mnist,0.1,1.0,add_noise,128,82.81500000000001,81.45,83.00166666666667,81.72,82.59666666666666,81.39,82.73,81.44,84.02,82.63000000000001
fashion_mnist,0.1,10.0,add_noise,128,81.19833333333332,80.02,82.97833333333332,81.71000000000001,82.585,81.32000000000001,82.78,81.47999999999999,84.00666666666666,82.67
fashion_mnist,0.1,100.0,add_noise,128,72.80166666666666,71.99,82.98666666666666,81.69999999999999,82.60333333333332,81.39,82.74333333333334,81.47,84.06166666666667,82.66
fashion_mnist,0.1,200.0,add_noise,128,66.45333333333333,65.85,83.0,81.67,82.61333333333334,81.37,82.70833333333333,81.36,84.055,82.63000000000001
fashion_mnist,0.1,0.0,ipm_attack,16,85.44833333333334,83.55,85.71833333333333,83.8,79.475,78.2,74.87833333333333,73.29,83.04333333333334,82.02000000000001
fashion_mnist,0.1,0.0,ipm_attack,32,84.71833333333333,83.04,84.99833333333333,83.31,81.35166666666666,80.11,77.005,75.42999999999999,83.795,82.66
fashion_mnist,0.1,0.0,ipm_attack,64,83.705,82.36,84.19833333333332,82.77,82.08833333333332,80.86,78.22666666666666,76.57000000000001,83.45,82.09
fashion_mnist,0.1,0.0,ipm_attack,128,82.45333333333333,81.12,83.00999999999999,81.67,81.59833333333333,80.54,76.425,74.97,82.665,81.39
fashion_mnist,0.2,0.01,add_noise,16,85.73333333333333,83.81,85.72333333333333,83.78999999999999,81.82666666666667,80.47999999999999,83.42666666666668,82.56,85.78833333333333,84.04
fashion_mnist,0.2,0.1,add_noise,16,85.69833333333334,83.78999999999999,85.71333333333332,83.86,81.80666666666667,80.5,83.36166666666666,82.28,85.80166666666666,84.07
fashion_mnist,0.2,1.0,add_noise,16,84.76666666666667,82.71,85.71666666666667,83.87,81.71666666666667,80.38,83.375,82.41000000000001,85.75,83.95
fashion_mnist,0.2,10.0,add_noise,16,80.08166666666666,78.28,85.765,83.81,81.80333333333333,80.51,83.33333333333334,82.32000000000001,85.79833333333333,83.91
fashion_mnist,0.2,100.0,add_noise,16,71.83833333333334,70.67,85.72,83.85000000000001,81.75166666666667,80.41,83.30166666666666,82.26,85.74833333333333,84.02
fashion_mnist,0.2,200.0,add_noise,16,71.72166666666666,70.28,85.72166666666666,83.85000000000001,81.805,80.54,83.29666666666667,82.43,85.75666666666667,84.00999999999999
fashion_mnist,0.2,0.01,add_noise,32,84.98833333333333,83.32000000000001,85.04333333333334,83.24000000000001,82.92166666666667,81.6,84.05,82.89,85.47333333333333,83.73
fashion_mnist,0.2,0.1,add_noise,32,84.965,83.27,85.01666666666667,83.27,82.92833333333334,81.53,84.04,82.73,85.47166666666666,83.75
fashion_mnist,0.2,1.0,add_noise,32,84.29333333333334,82.83,85.00833333333333,83.28,82.92333333333333,81.54,84.08166666666666,82.82000000000001,85.44333333333334,83.66
fashion_mnist,0.2,10.0,add_noise,32,79.69166666666668,77.92999999999999,84.99666666666667,83.26,82.89333333333333,81.65,83.95166666666667,82.85,85.44500000000001,83.67
fashion_mnist,0.2,100.0,add_noise,32,71.95166666666667,71.00999999999999,84.98,83.33,82.88,81.57,83.97333333333333,82.85,85.46166666666667,83.71
fashion_mnist,0.2,200.0,add_noise,32,67.89666666666668,66.29,85.01166666666666,83.24000000000001,82.91,81.55,84.06666666666666,82.74000000000001,85.45833333333334,83.59
fashion_mnist,0.2,0.01,add_noise,64,84.14833333333334,82.71,84.20166666666667,82.75,83.16333333333333,81.92,83.63000000000001,82.44,84.83000000000001,83.28
fashion_mnist,0.2,0.1,add_noise,64,84.095,82.55,84.18333333333334,82.75,83.12333333333333,81.86,83.52166666666668,82.32000000000001,84.84666666666666,83.19
fashion_mnist,0.2,1.0,add_noise,64,83.74333333333334,82.12,84.17666666666666,82.73,83.15833333333333,81.87,83.61833333333333,82.37,84.88666666666667,83.2
fashion_mnist,0.2,10.0,add_noise,64,79.63,78.58000000000001,84.155,82.78999999999999,83.125,81.86,83.53,82.32000000000001,84.875,83.2
fashion_mnist,0.2,100.0,add_noise,64,68.78,68.2,84.14666666666668,82.78,83.14166666666667,81.89999999999999,83.58333333333333,82.55,84.84833333333334,83.23
fashion_mnist,0.2,200.0,add_noise,64,66.86,65.88000000000001,84.14833333333334,82.78999999999999,83.14666666666668,81.86,83.615,82.46,84.82833333333333,83.23
fashion_mnist,0.2,0.01,add_noise,128,82.98166666666667,81.69999999999999,82.985,81.69999999999999,82.61500000000001,81.42,82.76833333333333,81.49,84.04833333333333,82.64
fashion_mnist,0.2,0.1,add_noise,128,82.975,81.74,82.98333333333333,81.69,82.60499999999999,81.32000000000001,82.77833333333334,81.5,84.01333333333334,82.63000000000001
fashion_mnist,0.2,1.0,add_noise,128,82.57166666666666,81.47,82.98666666666666,81.71000000000001,82.625,81.34,82.74833333333333,81.42,84.03500000000001,82.64
fashion_mnist,0.2,10.0,add_noise,128,79.85333333333332,79.29,82.99499999999999,81.67999999999999,82.58833333333332,81.47,82.76333333333334,81.56,84.00333333333333,82.63000000000001
fashion_mnist,0.2,100.0,add_noise,128,70.88499999999999,71.0,83.005,81.67,82.61500000000001,81.38,82.755,81.53,83.995,82.61
fashion_mnist,0.2,200.0,add_noise,128,66.48333333333333,65.93,82.99166666666666,81.69,82.645,81.38,82.75,81.52000000000001,84.00833333333333,82.62
fashion_mnist,0.2,0.0,ipm_attack,16,85.22333333333333,83.38,85.72,83.83,74.42333333333333,72.72999999999999,72.75,71.16,49.11333333333333,48.51
fashion_mnist,0.2,0.0,ipm_attack,32,84.365,82.89,85.005,83.21,78.88833333333334,77.52,78.37666666666667,77.23,60.46333333333334,60.209999999999994
fashion_mnist,0.2,0.0,ipm_attack,64,83.27333333333333,81.99,84.16666666666667,82.77,79.985,78.75999999999999,77.74166666666666,76.13,81.46833333333333,80.44
fashion_mnist,0.2,0.0,ipm_attack,128,81.90333333333332,80.75,82.97833333333332,81.71000000000001,79.81166666666667,78.52,77.60833333333333,76.19,79.60666666666667,78.3
fashion_mnist,0.3,0.01,add_noise,16,85.725,83.85000000000001,85.71833333333333,83.86,82.08,80.87,83.5,82.49,85.74666666666667,83.96000000000001
fashion_mnist,0.3,0.1,add_noise,16,85.56166666666667,83.67,85.71,83.87,82.035,80.72,83.48166666666667,82.69999999999999,85.695,84.0
fashion_mnist,0.3,1.0,add_noise,16,84.34166666666667,82.41000000000001,85.69833333333334,83.83,81.94,80.67,83.57166666666667,82.50999999999999,85.74833333333333,83.93
fashion_mnist,0.3,10.0,add_noise,16,78.95833333333333,77.37,85.72833333333332,83.87,81.97666666666666,80.64,83.52000000000001,82.5,85.72999999999999,83.84
fashion_mnist,0.3,100.0,add_noise,16,72.22,70.96000000000001,85.735,83.78999999999999,81.985,80.58,83.56833333333333,82.59,85.74833333333333,84.0
fashion_mnist,0.3,200.0,add_noise,16,71.28,69.83,85.74000000000001,83.83,81.985,80.71000000000001,83.47166666666666,82.6,85.71833333333333,83.91999999999999
fashion_mnist,0.3,0.01,add_noise,32,85.015,83.28,85.01166666666666,83.27,83.05166666666666,81.69,84.14666666666668,82.94,85.42833333333333,83.67
fashion_mnist,0.3,0.1,add_noise,32,84.89166666666667,83.19,85.00999999999999,83.28,83.035,81.78999999999999,84.1,83.00999999999999,85.44500000000001,83.72
fashion_mnist,0.3,1.0,add_noise,32,83.895,82.24000000000001,85.02,83.26,83.03166666666667,81.77,84.07333333333334,82.83,85.435,83.67999999999999
fashion_mnist,0.3,10.0,add_noise,32,78.58833333333334,77.86,85.01666666666667,83.32000000000001,82.98833333333333,81.69999999999999,84.07166666666667,82.77,85.39666666666666,83.66
fashion_mnist,0.3,100.0,add_noise,32,70.61666666666667,69.52000000000001,85.015,83.28,83.01666666666667,81.69,84.02166666666666,82.83,85.47,83.65
fashion_mnist,0.3,200.0,add_noise,32,66.24,65.35,85.02499999999999,83.27,83.045,81.76,84.11666666666666,82.71,85.45666666666666,83.74000000000001
fashion_mnist,0.3,0.01,add_noise,64,84.11666666666666,82.67,84.19,82.76,83.23166666666667,81.93,83.49333333333333,82.19999999999999,84.84166666666667,83.24000000000001
fashion_mnist,0.3,0.1,add_noise,64,84.07833333333333,82.75,84.17999999999999,82.78,83.21166666666666,81.95,83.65333333333334,82.44,84.83833333333334,83.13000000000001
fashion_mnist,0.3,1.0,add_noise,64,83.375,82.0,84.13833333333334,82.78,83.22333333333334,82.01,83.66666666666667,82.57,84.88833333333334,83.06
fashion_mnist,0.3,10.0,add_noise,64,78.82166666666667,77.86999999999999,84.155,82.78999999999999,83.21166666666666,81.95,83.62166666666667,82.48,84.80833333333334,83.17999999999999
fashion_mnist,0.3,100.0,add_noise,64,70.14166666666667,68.86,84.19666666666666,82.74000000000001,83.20166666666667,82.02000000000001,83.57833333333333,82.53,84.83833333333334,83.17999999999999
fashion_mnist,0.3,200.0,add_noise,64,65.46,64.27000000000001,84.115,82.77,83.195,82.01,83.71833333333333,82.5,84.85166666666667,83.22
fashion_mnist,0.3,0.01,add_noise,128,82.96,81.66,82.97333333333333,81.74,82.64666666666668,81.47,82.76,81.55,84.00833333333333,82.65
fashion_mnist,0.3,0.1,add_noise,128,82.98333333333333,81.57,82.97666666666666,81.67999999999999,82.64666666666668,81.47,82.74333333333334,81.54,84.03,82.61
fashion_mnist,0.3,1.0,add_noise,128,82.26,81.21000000000001,82.99,81.73,82.62666666666667,81.47999999999999,82.78666666666666,81.58999999999999,84.00999999999999,82.62
fashion_mnist,0.3,10.0,add_noise,128,78.82333333333334,77.27000000000001,83.025,81.67999999999999,82.645,81.43,82.80833333333332,81.53,83.98,82.67999999999999
fashion_mnist,0.3,100.0,add_noise,128,66.86333333333333,65.77,82.97833333333332,81.69,82.66,81.44,82.80166666666666,81.58999999999999,83.975,82.66
fashion_mnist,0.3,200.0,add_noise,128,64.92333333333333,63.68000000000001,82.99499999999999,81.69,82.63000000000001,81.36,82.72,81.44,83.99,82.61
fashion_mnist,0.3,0.0,ipm_attack,16,84.92333333333333,83.15,85.70166666666667,83.89,68.38666666666666,66.92,79.06166666666667,78.21000000000001,37.501666666666665,37.79
fashion_mnist,0.3,0.0,ipm_attack,32,83.96333333333334,82.62,85.02,83.33,76.3,75.16000000000001,79.81333333333333,78.47,40.715,40.52
fashion_mnist,0.3,0.0,ipm_attack,64,82.8,81.47,84.135,82.76,78.44666666666666,77.39,72.97833333333334,71.36,36.15833333333333,36.230000000000004
fashion_mnist,0.3,0.0,ipm_attack,128,81.27666666666667,80.30000000000001,82.98333333333333,81.67,77.19666666666667,76.09,68.01166666666667,67.0,27.53333333333333,27.38
fashion_mnist,0.4,0.01,add_noise,16,85.71166666666666,83.87,85.77333333333334,83.81,82.40833333333333,81.01,83.705,82.67,85.75333333333333,84.06
fashion_mnist,0.4,0.1,add_noise,16,85.5,83.58,85.71333333333332,83.83,82.34833333333333,80.9,83.64166666666667,82.66,85.69833333333334,83.98
fashion_mnist,0.4,1.0,add_noise,16,83.99833333333333,82.39,85.73166666666665,83.77,82.30333333333333,80.97999999999999,83.75166666666667,82.78999999999999,85.68333333333334,83.93
fashion_mnist,0.4,10.0,add_noise,16,78.01666666666667,76.18,85.71166666666666,83.81,82.32000000000001,80.93,83.78,82.57,85.695,83.94
fashion_mnist,0.4,100.0,add_noise,16,69.74833333333333,69.82000000000001,85.69666666666666,83.86,82.26333333333334,80.96,83.69166666666666,82.72,85.675,83.89
fashion_mnist,0.4,200.0,add_noise,16,69.25833333333333,67.61,85.68833333333333,83.88,82.27499999999999,80.87,83.73,82.71,85.68666666666667,83.95
fashion_mnist,0.4,0.01,add_noise,32,85.055,83.39999999999999,85.01666666666667,83.3,83.21166666666666,81.88,84.14166666666667,82.89,85.43833333333333,83.67999999999999
fashion_mnist,0.4,0.1,add_noise,32,84.81833333333333,83.33,85.00166666666667,83.31,83.17166666666667,81.86,84.185,82.96,85.37833333333333,83.67
fashion_mnist,0.4,1.0,add_noise,32,83.35833333333333,82.19999999999999,84.99166666666666,83.34,83.17333333333333,81.86,84.16833333333334,82.94,85.35666666666667,83.65
fashion_mnist,0.4,10.0,add_noise,32,78.08166666666668,77.03999999999999,85.00166666666667,83.26,83.18833333333333,81.89,84.14833333333334,82.89999999999999,85.42166666666667,83.63000000000001
fashion_mnist,0.4,100.0,add_noise,32,68.315,67.25999999999999,85.00333333333333,83.23,83.195,81.82000000000001,84.08833333333334,82.97,85.39833333333333,83.7
fashion_mnist,0.4,200.0,add_noise,32,66.16333333333333,65.91,85.015,83.28999999999999,83.15833333333333,81.91000000000001,84.16166666666666,82.92,85.38166666666666,83.64
fashion_mnist,0.4,0.01,add_noise,64,84.10833333333333,82.78999999999999,84.15333333333334,82.76,83.25333333333333,82.03,83.65166666666667,82.45,84.84,83.23
fashion_mnist,0.4,0.1,add_noise,64,84.085,82.66,84.15,82.78999999999999,83.28999999999999,82.03,83.72500000000001,82.34,84.84,83.17
fashion_mnist,0.4,1.0,add_noise,64,82.93666666666667,81.69999999999999,84.15833333333333,82.78,83.24666666666667,82.01,83.66333333333333,82.45,84.77,83.16
fashion_mnist,0.4,10.0,add_noise,64,77.00833333333334,75.94,84.11666666666666,82.80999999999999,83.28,81.99,83.67166666666667,82.5,84.78,83.17
fashion_mnist,0.4,100.0,add_noise,64,65.51833333333333,64.75999999999999,84.17833333333333,82.72,83.27666666666667,82.05,83.54666666666667,82.19999999999999,84.82666666666667,83.1
fashion_mnist,0.4,200.0,add_noise,64,61.596666666666664,61.660000000000004,84.17,82.78999999999999,83.265,82.06,83.70833333333333,82.42,84.80833333333334,83.13000000000001
fashion_mnist,0.4,0.01,add_noise,128,83.00166666666667,81.65,82.99166666666666,81.67999999999999,82.69833333333332,81.47,82.69833333333332,81.36,83.99333333333333,82.58
fashion_mnist,0.4,0.1,add_noise,128,82.94333333333334,81.76,82.985,81.67999999999999,82.665,81.47,82.72333333333334,81.56,83.96000000000001,82.58
fashion_mnist,0.4,1.0,add_noise,128,82.46833333333333,81.16,83.01833333333335,81.66,82.685,81.52000000000001,82.75,81.42,83.96333333333334,82.62
fashion_mnist,0.4,10.0,add_noise,128,77.40166666666667,76.47,82.975,81.67,82.67666666666666,81.43,82.82000000000001,81.64,83.97666666666666,82.52000000000001
fashion_mnist,0.4,100.0,add_noise,128,64.55833333333332,63.68000000000001,83.0,81.67999999999999,82.705,81.44,82.77833333333334,81.57,83.97333333333333,82.55
fashion_mnist,0.4,200.0,add_noise,128,61.195,60.550000000000004,82.99333333333333,81.67,82.665,81.45,82.825,81.51,83.95,82.57
fashion_mnist,0.4,0.0,ipm_attack,16,84.6,82.99,85.69666666666666,83.86,43.864999999999995,42.79,0.33,0.38999999999999996,9.803333333333333,9.75
fashion_mnist,0.4,0.0,ipm_attack,32,83.57333333333334,82.24000000000001,85.01666666666667,83.25,68.02333333333334,66.25,2.4016666666666664,2.44,0.345,0.3
fashion_mnist,0.4,0.0,ipm_attack,64,82.31166666666667,80.97,84.15666666666667,82.78,73.63666666666666,72.74000000000001,5.676666666666667,5.91,0.2616666666666667,0.27
fashion_mnist,0.4,0.0,ipm_attack,128,80.65166666666667,79.62,82.99333333333333,81.67999999999999,73.66166666666668,72.11999999999999,60.406666666666666,60.11,0.11333333333333334,0.13
cifar10,0.1,0.01,add_noise,16,44.769999999999996,40.46,44.548,40.31,44.112,39.97,41.366,37.97,44.244,40.89
cifar10,0.1,0.1,add_noise,16,43.896,39.879999999999995,44.282,39.96,44.46,40.400000000000006,42.834,39.22,44.06,40.57
cifar10,0.1,1.0,add_noise,16,41.782000000000004,38.53,44.66,40.35,44.734,40.64,41.232,38.14,44.034,40.71
cifar10,0.1,10.0,add_noise,16,34.122,32.269999999999996,44.342,39.800000000000004,44.59,40.6,43.438,39.589999999999996,44.004,40.54
cifar10,0.1,100.0,add_noise,16,27.258,25.380000000000003,44.244,40.47,44.656,40.73,42.874,39.07,44.038,40.67
cifar10,0.1,200.0,add_noise,16,25.118000000000002,25.5,44.344,40.19,43.972,39.83,42.571999999999996,39.03,44.138,40.69
cifar10,0.1,0.01,add_noise,32,43.746,40.63,43.446,40.12,43.716,40.489999999999995,41.474,38.37,43.484,40.61
cifar10,0.1,0.1,add_noise,32,43.346000000000004,40.150000000000006,43.826,40.71,43.688,40.58,42.744,39.410000000000004,43.43,40.75
cifar10,0.1,1.0,add_noise,32,41.916,38.42,43.754,40.64,43.696,40.54,41.82,38.85,43.482,40.53
cifar10,0.1,10.0,add_noise,32,35.102,33.57,43.730000000000004,40.589999999999996,43.525999999999996,40.589999999999996,42.16,39.18,43.348,40.6
cifar10,0.1,100.0,add_noise,32,26.290000000000003,25.82,43.74,40.43,43.386,40.160000000000004,42.764,39.989999999999995,43.454,40.73
cifar10,0.1,200.0,add_noise,32,25.482,24.490000000000002,43.902,40.53,43.454,40.339999999999996,43.132,40.47,43.132,40.57
cifar10,0.1,0.01,add_noise,64,42.536,40.35,42.678,40.5,42.574,40.150000000000006,40.53,38.61,42.668,40.36
cifar10,0.1,0.1,add_noise,64,42.57,40.47,42.577999999999996,40.35,42.76,40.35,41.032000000000004,39.01,42.724000000000004,40.53
cifar10,0.1,1.0,add_noise,64,41.508,39.64,42.620000000000005,40.11,42.648,40.22,41.812,39.78,42.754,40.53
cifar10,0.2,0.01,add_noise,16,44.464,40.489999999999995,44.472,40.150000000000006,44.403999999999996,40.61,42.818,39.0,44.153999999999996,40.760000000000005
cifar10,0.2,0.1,add_noise,16,43.988,39.989999999999995,44.658,40.43,44.190000000000005,40.14,40.096,37.0,43.854,40.410000000000004
cifar10,0.2,1.0,add_noise,16,40.92,37.03,44.436,40.489999999999995,44.275999999999996,40.37,40.472,37.669999999999995,43.694,40.510000000000005
cifar10,0.2,10.0,add_noise,16,31.202,29.87,44.562000000000005,40.53,44.518,40.48,42.312,38.690000000000005,43.824000000000005,40.739999999999995
cifar10,0.2,100.0,add_noise,16,25.706,24.77,44.544,40.01,44.516,40.79,41.416,38.019999999999996,43.75,40.47
cifar10,0.2,200.0,add_noise,16,24.646,24.240000000000002,44.466,40.36,44.018,40.36,43.826,39.57,43.756,40.38
cifar10,0.2,0.01,add_noise,32,43.519999999999996,40.35,43.94,40.67,43.541999999999994,40.550000000000004,42.664,40.47,43.226,40.68
cifar10,0.2,0.1,add_noise,32,43.382,39.87,43.730000000000004,40.339999999999996,43.962,40.79,42.116,39.129999999999995,43.266,40.52
cifar10,0.2,1.0,add_noise,32,40.682,38.01,43.519999999999996,40.43,43.842,40.68,42.674,39.96,43.122,40.42
cifar10,0.2,10.0,add_noise,32,31.988,30.220000000000002,43.732,40.46,43.538,40.6,42.668,39.550000000000004,43.102000000000004,40.43
cifar10,0.2,100.0,add_noise,32,25.344,24.310000000000002,43.952000000000005,40.67,43.574,40.33,41.906,39.36,43.278,40.88
cifar10,0.2,200.0,add_noise,32,24.494,24.98,43.896,40.58,43.57,40.550000000000004,42.166,39.410000000000004,43.082,40.65
